ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
96938.CEL	ASPIRIN	35 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	S011106-081	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50123	11/06/2001	03/14/2006	03/22/2006	04/04/2006
97086.CEL	DEXAMETHASONE	1 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	HEART	S011023-106	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50217	10/23/2001	03/15/2006	04/03/2006	04/10/2006
97215.CEL	HYDROCORTISONE	56 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	3 d	HEART	S020610-309	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50350	06/10/2002	03/17/2006	04/04/2006	04/12/2006
97243.CEL	DROPERIDOL	94 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	HEART	R021008-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50368	10/08/2002	03/22/2006	04/05/2006	04/12/2006
93994.CEL	MLN-518	70 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	R050419-083	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96887	04/19/2005	12/14/2005	12/19/2005	01/05/2006
94284.CEL	ERLOTINIB	58 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	R050419-032	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96962	04/19/2005	12/28/2005	01/04/2006	01/11/2006
93926.CEL	ERLOTINIB	116 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	R050419-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96858	04/19/2005	12/14/2005	12/16/2005	01/03/2006
94426.CEL	CARMUSTINE	4 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011106-129	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97203	11/06/2001	01/05/2006	01/09/2006	01/23/2006
94508.CEL	TAMOXIFEN	64 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011211-140	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97291	12/11/2001	01/06/2006	01/10/2006	01/24/2006
94592.CEL	CLOTRIMAZOLE	178 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011016-083	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97393	10/16/2001	01/10/2006	01/12/2006	01/26/2006
94704.CEL	MIFEPRISTONE	3 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011030-081	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97512	10/30/2001	01/12/2006	01/16/2006	02/02/2006
94391.CEL	OXYTETRACYCLINE	1500 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	LIVER	S020617-358	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97136	06/17/2002	01/03/2005	01/05/2006	01/16/2006
94239.CEL	MLN-518	70 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	R050419-077	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96917	04/19/2005	12/28/2005	01/04/2006	01/11/2006
94949.CEL	BETA-ESTRADIOL	.3 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011113-027	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97697	11/13/2001	01/17/2006	01/23/2006	02/06/2006
97325.CEL			SALINE 100 %	INTRAVENOUS	1 d	HEART	S020520-010	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50456	05/20/2002	03/23/2006	04/07/2006	04/13/2006
97144.CEL			SALINE 100 %	INTRAVENOUS	3 d	HEART	S020520-016	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50275	05/20/2002	03/17/2006	04/04/2006	04/11/2006
97234.CEL	DAUNORUBICIN	3.25 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	HEART	S020311-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50359	03/11/2002	03/22/2006	04/05/2006	04/12/2006
97297.CEL	IDARUBICIN	.625 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	HEART	S020923-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50424	09/23/2002	03/22/2006	04/05/2006	04/13/2006
97351.CEL	IDARUBICIN	.625 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	HEART	S020923-066	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50482	09/23/2002	03/23/2006	04/07/2006	04/17/2006
101535.CEL	ANGIOTENSIN II HUMAN	.5 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	1 d	HEART	R070319-082	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53704	03/19/2007	05/22/2007	05/31/2007	06/13/2007
97294.CEL	HYDROCORTISONE	56 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	HEART	S020610-304	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50419	06/10/2002	03/22/2006	04/05/2006	04/13/2006
97276.CEL			CMC .5 %	ORAL GAVAGE	5 d	HEART	R020514-019	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50401	05/14/2002	03/22/2006	04/05/2006	04/13/2006
97744.CEL	SODIUM ARSENITE	30 mg/kg	SALINE 100 %	ORAL GAVAGE	7 d	LIVER	S010924-226	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51060	09/24/2001	04/12/2006	04/17/2006	04/25/2006
102431.CEL	ETIDRONATE	1005 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020909-240	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53406	09/09/2002	03/28/2007	05/31/2007	08/29/2007
95000.CEL	CORTISONE	206 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	R021008-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97725	10/08/2002	01/20/2006	01/23/2006	02/06/2006
95014.CEL	NIMETAZEPAM	122 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R021008-144	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97741	10/08/2002	01/20/2006	01/23/2006	02/07/2006
94301.CEL	ERLOTINIB	116 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	LIVER	R050419-048	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96979	04/19/2005	12/28/2005	01/04/2006	01/12/2006
94169.CEL	RABEPRAZOLE	1024 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S021007-308	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97058	10/07/2002	12/29/2005	01/03/2006	01/12/2006
94163.CEL			CMC .5 %	ORAL GAVAGE	1 d	LIVER	S020506-012	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97052	05/06/2002	12/29/2005	01/03/2006	01/12/2006
94377.CEL	CLOSANTEL	22 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020610-118	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97093	06/10/2002	01/03/2005	01/05/2006	01/16/2006
95626.CEL	ATORVASTATIN	2.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011030-153	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97412	10/30/2001	01/10/2006	01/12/2006	02/07/2006
95037.CEL	FLUPHENAZINE	2.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011106-026	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97765	11/06/2001	01/20/2006	01/23/2006	02/08/2006
94389.CEL	FLUDROCORTISONE ACETATE	125 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	S021021-186	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97134	10/21/2002	01/03/2005	01/05/2006	01/16/2006
94368.CEL	MELOXICAM	33 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011211-120	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97170	12/11/2001	01/03/2005	01/05/2006	01/17/2006
97467.CEL			CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R040818-008	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50725	08/18/2004	03/31/2006	04/10/2006	04/19/2006
97657.CEL	LOSARTAN	1000 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	HEART	S020930-186	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50388	09/30/2002	03/22/2006	04/05/2006	04/20/2006
97704.CEL	CYCLOPROPANE CARBOXYLIC ACID	375 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	CVD040503-113	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51016	05/03/2004	04/12/2006	04/17/2006	04/24/2006
98050.CEL	BETA-ESTRADIOL	150 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011113-038	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50894	11/13/2001	04/11/2006	04/13/2006	05/01/2006
97952.CEL	LEAD (II) ACETATE	600 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	LIVER	S020108-192	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50986	01/08/2002	04/20/2006	04/25/2006	05/01/2006
97569.CEL	IFOSFAMIDE	17 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	LIVER	I011106-025	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50935	11/06/2001	04/11/2006	04/13/2006	04/27/2006
97905.CEL	3-ACETAMIDOPHENOL	700 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020429-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50802	04/29/2002	04/03/2006	04/19/2006	05/02/2006
97804.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	R040825-003	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50617	08/25/2004	03/30/2006	04/18/2006	04/26/2006
101005.CEL	OMEPRAZOLE	400 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18555		Primary Rat Hepatocytes	RHCYT	In Vitro	18555	02/20/2007	02/26/2007	03/05/2007	03/08/2007
97697.CEL	IFOSFAMIDE	143 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	LIVER	I011106-041	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51009	11/06/2001	04/12/2006	04/17/2006	04/24/2006
94520.CEL	ENOXACIN	750 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011023-065	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97303	10/23/2001	01/06/2006	01/10/2006	01/25/2006
94573.CEL	DEXAMETHASONE	1 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011023-101	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97359	10/23/2001	01/06/2006	01/10/2006	01/26/2006
94465.CEL	DEXAMETHASONE	150 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011127-137	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97244	11/27/2001	01/05/2006	01/09/2006	01/23/2006
94701.CEL	ENOXACIN	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-056	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97508	10/23/2001	01/12/2006	01/16/2006	02/01/2006
95686.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S010924-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98348	09/24/2001	01/31/2006	02/08/2006	02/15/2006
94768.CEL	NAPROXEN	10 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-247	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97576	10/23/2001	01/15/2006	01/17/2006	02/02/2006
95963.CEL	GEFITINIB	35 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20060104-17197		Primary Rat Hepatocytes	RHCYT	In Vitro	17197	01/04/2006	01/25/2006	02/17/2006	02/28/2006
94946.CEL	ITRACONAZOLE	1093 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011023-229	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97641	10/23/2001	01/17/2006	01/23/2006	02/05/2006
95906.CEL			CORN OIL 100 %	SUBCUTANEOUS	3 d	LIVER	S020610-013	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98780	06/10/2002	02/07/2006	02/14/2006	02/23/2006
95068.CEL	ROXITHROMYCIN	312 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R021008-167	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97798	10/08/2002	01/20/2006	01/23/2006	02/08/2006
101112.CEL			CMC .5 %	ORAL GAVAGE	3 d	HEART	S020415-209	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53116	04/15/2002	03/19/2007	03/26/2007	06/04/2007
101511.CEL	PENTOXIFYLLINE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S020805-140	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53403	08/05/2002	03/28/2007	05/31/2007	06/12/2007
100994.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18533		Primary Rat Hepatocytes	RHCYT	In Vitro	18533	02/20/2007	02/26/2007	03/05/2007	03/08/2007
101526.CEL	DOBUTAMINE	15 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	HEART	R070319-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53677	03/19/2007	05/22/2007	05/31/2007	06/13/2007
101465.CEL	OXYBUTYNIN	230 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020513-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53126	05/13/2002	03/28/2007	05/24/2007	06/18/2007
101481.CEL	LOSARTAN	1000 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020930-189	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53356	09/30/2002	03/28/2007	05/24/2007	06/19/2007
101665.CEL			CMC .5 %	ORAL GAVAGE	5 d	HEART	S021104-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53335	11/04/2002	03/22/2007	04/20/2007	06/25/2007
101006.CEL	OMEPRAZOLE	365 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18557		Primary Rat Hepatocytes	RHCYT	In Vitro	18557	02/20/2007	02/26/2007	03/05/2007	03/08/2007
102361.CEL	DAUNORUBICIN	2 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	HEART	R070710-054	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54077	07/10/2007	08/02/2007	08/15/2007	08/20/2007
102404.CEL			10%ACACIA/0.25%PS80/0.5%ANTIFOAM 100 %	ORAL GAVAGE	1 d	HEART	R071710-001	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54094	07/17/2007	08/07/2007	08/20/2007	08/22/2007
95494.CEL	BENZOTHIAZYL DISULFIDE	2600 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	3 d	LIVER	S020923-165	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98273	09/23/2002	01/27/2006	02/02/2006	02/15/2006
95408.CEL	TRICHLOROACETIC ACID	474 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	LIVER	S020923-257	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98175	09/23/2002	01/26/2006	02/01/2006	02/15/2006
95734.CEL	CHLOROFORM	600 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	LIVER	S020211-192	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97897	02/11/2002	01/30/2006	02/07/2006	02/16/2006
96310.CEL	LORAZEPAM	2000 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020422-141	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99477	04/22/2002	03/01/2006	03/07/2006	03/13/2006
96504.CEL	ETODOLAC	24 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	R021008-115	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99620	10/08/2002	03/06/2006	03/09/2006	03/15/2006
96557.CEL	BETAMETHASONE	79 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	LIVER	S020610-258	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99677	06/10/2002	03/06/2006	03/12/2006	03/16/2006
96541.CEL	PROCARBAZINE	27 mg/kg	WATER 100 %	ORAL GAVAGE	.25 d	LIVER	S011211-267	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99660	12/11/2001	03/06/2006	03/09/2006	03/16/2006
95178.CEL	CARBAMAZEPINE	490 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020909-120	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97938	09/09/2002	01/24/2006	01/26/2006	02/14/2006
96548.CEL	PHENOBARBITAL	25 mg/kg	WATER 100 %	ORAL GAVAGE	.25 d	LIVER	S020115-217	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99667	01/15/2002	03/06/2006	03/12/2006	03/16/2006
102532.CEL			SALINE 100 %	ORAL GAVAGE	5 d	HEART	R070710-019	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54058	07/10/2007	08/02/2007	09/04/2007	09/06/2007
102630.CEL	GUANETHIDINE	132 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	R020730-189	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53228	07/30/2002	04/30/2007	09/11/2007	09/17/2007
91926.CEL	ALLOPURINOL	175 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020429-069	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95588	04/29/2002	10/10/2005	10/11/2005	10/20/2005
92109.CEL	ROFECOXIB	775 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011106-162	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95751	11/06/2001	10/14/2005	10/17/2005	10/31/2005
92220.CEL	CISPLATIN	1.17 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020108-055	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95836	01/08/2002	10/18/2005	10/19/2005	11/02/2005
92458.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S010924-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96070	09/24/2001	10/25/2005	10/28/2005	11/08/2005
92580.CEL	CARBON TETRACHLORIDE	1175 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S010924-080	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96193	09/24/2001	10/28/2005	11/01/2005	11/10/2005
92004.CEL	BITHIONOL	59 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011127-053	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95624	11/27/2001	10/11/2005	10/13/2005	10/25/2005
92082.CEL	ALLOPURINOL	175 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020429-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95704	04/29/2002	10/11/2005	10/17/2005	10/27/2005
96613.CEL	ALLYL ALCOHOL	25 mg/kg	SALINE 100 %	INTRAPERITONEAL	1 d	LIVER	S011002-269	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99735	10/02/2001	03/06/2006	03/12/2006	03/20/2006
97070.CEL	DIGITOXIN	2.75 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	S020122-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50201	01/22/2002	03/15/2006	04/03/2006	04/06/2006
96829.CEL	DICYCLOMINE	645 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	HEART	R020924-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50037	09/24/2002	03/10/2006	03/20/2006	04/03/2006
95527.CEL			WATER 100 %	ORAL GAVAGE	5 d	LIVER	S020318-022	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98020	03/18/2002	01/25/2006	01/30/2006	02/14/2006
97039.CEL	DEXAMETHASONE	1 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	S011023-105	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50167	10/23/2001	03/15/2006	04/03/2006	04/06/2006
97074.CEL	BEZAFIBRATE	617 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	HEART	S011002-174	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50205	10/02/2001	03/15/2006	04/03/2006	04/06/2006
95878.CEL	LIPOPOLYSACCHARIDE E. COLI O55:B5	1.25 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	LIVER	S020325-095	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98700	03/25/2002	02/07/2006	02/14/2006	02/22/2006
95334.CEL	GENTAMICIN	267 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	3 d	LIVER	S020805-236	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98099	08/05/2002	01/26/2006	02/01/2006	02/27/2006
95971.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20060110-17279		Primary Rat Hepatocytes	RHCYT	In Vitro	17279	01/10/2006	01/25/2006	02/17/2006	03/01/2006
96104.CEL	TESTOSTERONE	375 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S030916-122	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98793	09/16/2003	02/07/2006	02/27/2006	03/01/2006
92534.CEL	1-NAPHTHYL ISOTHIOCYANATE	30 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S010924-101	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96147	09/24/2001	10/28/2005	11/01/2005	11/10/2005
92256.CEL			SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020115-013	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95872	01/15/2002	10/18/2005	10/24/2005	11/02/2005
92321.CEL	CISPLATIN	1.17 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020108-057	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95937	01/08/2002	10/20/2005	10/24/2005	11/03/2005
92844.CEL	TRETINOIN	7 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	KIDNEY	S020805-257	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96450	08/05/2002	11/05/2005	11/07/2005	11/17/2005
92317.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011113-005	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95933	11/13/2001	10/20/2005	10/24/2005	11/03/2005
92466.CEL	AMIKACIN	160 mg/kg	SALINE 100 %	INTRAPERITONEAL	5 d	KIDNEY	R030501-022	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96080	05/01/2003	10/25/2005	10/28/2005	11/08/2005
92366.CEL	LEAD (II) ACETATE	200 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	S020108-172	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95997	01/08/2002	10/21/2005	10/26/2005	11/07/2005
93112.CEL	DANAZOL	95 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041013-16253		Primary Rat Hepatocytes	RHCYT	In Vitro	16253	10/13/2004	11/21/2005	11/23/2005	12/01/2005
93193.CEL	RAPAMYCIN	20 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041103-16324		Primary Rat Hepatocytes	RHCYT	In Vitro	16324	11/03/2004	11/22/2005	11/29/2005	12/05/2005
92538.CEL	CORTISONE	206 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R021008-042	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96151	10/08/2002	10/28/2005	11/01/2005	11/10/2005
96161.CEL	LEFLUNOMIDE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011009-132	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99358	10/09/2001	02/28/2006	03/01/2006	03/06/2006
97292.CEL			CORN OIL 100 %	ORAL GAVAGE	5 d	HEART	R040825-014	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50417	08/25/2004	03/22/2006	04/05/2006	04/13/2006
97332.CEL	CYCLOPHOSPHAMIDE	25 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S020115-144	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50463	01/15/2002	03/23/2006	04/07/2006	04/17/2006
96143.CEL	1,1-DICHLOROETHENE	600 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	LIVER	S020722-190	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99340	07/22/2002	02/28/2006	03/01/2006	03/06/2006
96149.CEL	ERYTHROMYCIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020708-164	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99346	07/08/2002	02/28/2006	03/01/2006	03/06/2006
97358.CEL	ACROLEIN	20 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	R040818-084	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50490	08/18/2004	03/23/2006	04/07/2006	04/17/2006
96492.CEL	CERIVASTATIN	7 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020211-113	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99607	02/11/2002	03/06/2006	03/09/2006	03/15/2006
96552.CEL	MITOMYCIN C	.5 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	LIVER	S020108-083	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99672	01/08/2002	03/06/2006	03/12/2006	03/16/2006
96609.CEL	ALLYL ALCOHOL	25 mg/kg	SALINE 100 %	INTRAPERITONEAL	3 d	LIVER	S011002-272	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99731	10/02/2001	03/06/2006	03/12/2006	03/20/2006
